Source,Target,Type,Rota de ligacao
345,346,Undirected,4
346,428,Undirected,245
346,347,Undirected,4
347,348,Undirected,4
348,353,Undirected,4
349,350,Undirected,404
350,351,Undirected,404
351,352,Undirected,404
352,545,Undirected,404
353,545,Undirected,4
354,355,Undirected,111
355,356,Undirected,111
356,357,Undirected,111
357,358,Undirected,111
358,359,Undirected,111
359,360,Undirected,111
360,361,Undirected,111
361,362,Undirected,111
362,363,Undirected,111
363,364,Undirected,111
364,365,Undirected,111
365,366,Undirected,111
366,367,Undirected,111
367,368,Undirected,111
368,369,Undirected,111
369,370,Undirected,111
370,371,Undirected,111
371,372,Undirected,111
372,373,Undirected,111
373,374,Undirected,111
374,375,Undirected,111
375,376,Undirected,111
376,377,Undirected,111
377,378,Undirected,111
378,379,Undirected,111
379,380,Undirected,111
380,575,Undirected,111
381,575,Undirected,101
381,382,Undirected,505
381,382,Undirected,910
382,383,Undirected,505
382,383,Undirected,910
383,384,Undirected,505
383,384,Undirected,910
384,385,Undirected,505
384,385,Undirected,910
385,421,Undirected,505
385,386,Undirected,910
386,387,Undirected,910
387,388,Undirected,910
388,389,Undirected,910
389,390,Undirected,910
390,391,Undirected,910
391,392,Undirected,910
392,393,Undirected,910
393,394,Undirected,910
394,395,Undirected,910
395,396,Undirected,910
396,397,Undirected,910
397,398,Undirected,910
398,399,Undirected,910
399,400,Undirected,910
400,401,Undirected,910
401,402,Undirected,910
402,403,Undirected,910
403,404,Undirected,910
404,405,Undirected,910
405,406,Undirected,910
406,407,Undirected,910
407,408,Undirected,910
408,409,Undirected,910
409,410,Undirected,910
410,411,Undirected,910
411,412,Undirected,910
412,413,Undirected,910
413,414,Undirected,910
414,415,Undirected,555
414,415,Undirected,910
415,416,Undirected,555
415,416,Undirected,910
416,417,Undirected,555
416,417,Undirected,910
417,418,Undirected,555
417,418,Undirected,910
418,419,Undirected,555
418,419,Undirected,910
419,420,Undirected,555
419,420,Undirected,910
420,421,Undirected,555
420,421,Undirected,910
421,422,Undirected,333
421,422,Undirected,3
421,422,Undirected,505
421,422,Undirected,555
421,422,Undirected,910
421,422,Undirected,92
421,422,Undirected,9
422,439,Undirected,333
422,423,Undirected,3
422,428,Undirected,505
422,423,Undirected,555
422,476,Undirected,910
422,428,Undirected,92
422,822,Undirected,9
423,437,Undirected,3
423,424,Undirected,550
423,424,Undirected,555
424,428,Undirected,550
424,425,Undirected,555
425,426,Undirected,555
426,427,Undirected,555
427,428,Undirected,555
428,429,Undirected,245
428,429,Undirected,505
428,429,Undirected,550
428,429,Undirected,555
428,429,Undirected,55
428,429,Undirected,92
429,430,Undirected,245
429,430,Undirected,505
429,430,Undirected,550
429,430,Undirected,555
429,430,Undirected,55
429,430,Undirected,92
430,431,Undirected,245
430,431,Undirected,505
430,431,Undirected,550
430,431,Undirected,555
430,431,Undirected,55
430,431,Undirected,92
431,432,Undirected,245
431,432,Undirected,505
431,432,Undirected,550
431,432,Undirected,555
431,432,Undirected,55
431,432,Undirected,92
432,433,Undirected,245
432,433,Undirected,505
432,433,Undirected,550
432,433,Undirected,555
432,433,Undirected,55
432,433,Undirected,92
433,434,Undirected,245
433,434,Undirected,505
433,434,Undirected,550
433,434,Undirected,555
433,434,Undirected,55
433,434,Undirected,92
434,624,Undirected,245
434,437,Undirected,505
434,436,Undirected,550
434,435,Undirected,555
434,437,Undirected,55
434,577,Undirected,92
435,436,Undirected,555
436,449,Undirected,550
436,437,Undirected,555
437,438,Undirected,303
437,438,Undirected,3
437,438,Undirected,505
437,438,Undirected,555
437,438,Undirected,55
438,451,Undirected,303
438,573,Undirected,3
438,451,Undirected,505
438,440,Undirected,555
438,440,Undirected,55
439,458,Undirected,333
440,441,Undirected,500
440,441,Undirected,555
440,441,Undirected,55
441,451,Undirected,500
441,442,Undirected,555
441,451,Undirected,55
442,443,Undirected,555
443,444,Undirected,555
444,445,Undirected,555
445,446,Undirected,555
446,447,Undirected,555
447,448,Undirected,555
448,449,Undirected,555
449,450,Undirected,202
449,490,Undirected,550
449,451,Undirected,555
450,451,Undirected,202
451,452,Undirected,202
451,452,Undirected,20
451,452,Undirected,222
451,452,Undirected,263
451,452,Undirected,303
451,452,Undirected,500
451,452,Undirected,505
451,452,Undirected,555
451,452,Undirected,55
451,452,Undirected,909
452,453,Undirected,202
452,453,Undirected,20
452,453,Undirected,222
452,453,Undirected,263
452,453,Undirected,303
452,453,Undirected,500
452,453,Undirected,505
452,453,Undirected,555
452,453,Undirected,55
452,453,Undirected,909
453,454,Undirected,202
453,454,Undirected,20
453,454,Undirected,222
453,454,Undirected,263
453,454,Undirected,303
453,454,Undirected,500
453,454,Undirected,505
453,454,Undirected,555
453,454,Undirected,55
453,454,Undirected,909
454,571,Undirected,202
454,457,Undirected,20
454,457,Undirected,222
454,457,Undirected,263
454,457,Undirected,303
454,457,Undirected,500
454,455,Undirected,505
454,456,Undirected,555
454,456,Undirected,55
454,451,Undirected,909
455,457,Undirected,505
456,457,Undirected,555
456,492,Undirected,55
457,458,Undirected,20
457,492,Undirected,222
457,560,Undirected,263
457,458,Undirected,300
457,458,Undirected,303
457,548,Undirected,500
457,477,Undirected,505
457,458,Undirected,555
457,458,Undirected,903
458,459,Undirected,20
458,459,Undirected,300
458,459,Undirected,303
458,459,Undirected,333
458,459,Undirected,555
458,459,Undirected,903
459,460,Undirected,20
459,460,Undirected,300
459,460,Undirected,303
459,460,Undirected,333
459,460,Undirected,555
459,460,Undirected,903
460,477,Undirected,20
460,465,Undirected,300
460,465,Undirected,303
460,485,Undirected,333
460,461,Undirected,555
460,477,Undirected,903
461,462,Undirected,555
462,463,Undirected,555
463,464,Undirected,555
464,465,Undirected,555
465,477,Undirected,300
465,566,Undirected,303
465,466,Undirected,555
466,467,Undirected,555
467,468,Undirected,555
468,469,Undirected,555
469,470,Undirected,555
470,471,Undirected,555
471,472,Undirected,555
472,473,Undirected,555
473,474,Undirected,555
474,475,Undirected,555
475,476,Undirected,555
476,548,Undirected,555
476,477,Undirected,910
477,478,Undirected,20
477,478,Undirected,300
477,478,Undirected,505
477,478,Undirected,903
477,478,Undirected,910
478,566,Undirected,20
478,566,Undirected,300
478,479,Undirected,505
478,566,Undirected,903
478,766,Undirected,910
479,480,Undirected,505
480,481,Undirected,505
481,482,Undirected,505
482,483,Undirected,505
483,484,Undirected,505
484,485,Undirected,505
485,566,Undirected,333
485,486,Undirected,505
486,487,Undirected,505
487,488,Undirected,505
488,489,Undirected,505
489,490,Undirected,505
490,491,Undirected,505
490,491,Undirected,550
491,492,Undirected,505
491,497,Undirected,550
492,493,Undirected,222
492,493,Undirected,505
492,493,Undirected,55
493,556,Undirected,222
493,494,Undirected,505
493,548,Undirected,55
494,495,Undirected,505
495,496,Undirected,505
496,497,Undirected,505
497,572,Undirected,505
497,558,Undirected,550
498,499,Undirected,944
499,500,Undirected,944
500,501,Undirected,944
501,502,Undirected,944
502,503,Undirected,944
503,504,Undirected,944
504,505,Undirected,944
505,506,Undirected,944
506,507,Undirected,944
507,508,Undirected,944
508,509,Undirected,944
509,510,Undirected,944
510,511,Undirected,944
511,512,Undirected,944
512,513,Undirected,944
513,514,Undirected,944
514,515,Undirected,944
515,516,Undirected,944
516,517,Undirected,944
517,518,Undirected,944
518,519,Undirected,944
519,520,Undirected,944
520,521,Undirected,944
521,522,Undirected,944
522,523,Undirected,944
523,524,Undirected,944
524,525,Undirected,944
525,526,Undirected,944
526,527,Undirected,944
527,528,Undirected,944
528,729,Undirected,944
545,567,Undirected,404
545,567,Undirected,444
545,567,Undirected,4
548,549,Undirected,500
548,573,Undirected,555
548,549,Undirected,55
549,550,Undirected,500
549,550,Undirected,55
550,551,Undirected,500
550,551,Undirected,55
551,552,Undirected,500
551,552,Undirected,55
552,553,Undirected,500
552,556,Undirected,55
553,554,Undirected,500
554,555,Undirected,500
555,556,Undirected,500
556,557,Undirected,222
556,557,Undirected,500
556,557,Undirected,55
557,571,Undirected,222
557,558,Undirected,500
557,572,Undirected,55
558,559,Undirected,500
558,559,Undirected,550
559,560,Undirected,500
559,563,Undirected,550
560,561,Undirected,263
560,561,Undirected,500
561,562,Undirected,263
561,562,Undirected,500
562,566,Undirected,263
562,563,Undirected,500
563,564,Undirected,500
563,571,Undirected,550
564,565,Undirected,500
565,566,Undirected,500
566,596,Undirected,20
566,571,Undirected,263
566,573,Undirected,300
566,573,Undirected,303
566,573,Undirected,333
566,573,Undirected,500
566,596,Undirected,903
567,568,Undirected,400
567,568,Undirected,404
567,568,Undirected,444
567,568,Undirected,4
568,769,Undirected,400
568,581,Undirected,404
568,581,Undirected,444
568,581,Undirected,4
570,572,Undirected,220
570,571,Undirected,22
571,572,Undirected,202
571,572,Undirected,222
571,572,Undirected,22
571,572,Undirected,263
571,572,Undirected,550
571,572,Undirected,660
571,572,Undirected,66
572,580,Undirected,202
572,705,Undirected,220
572,588,Undirected,222
572,653,Undirected,22
572,582,Undirected,263
572,573,Undirected,505
572,573,Undirected,550
572,573,Undirected,55
572,655,Undirected,660
572,685,Undirected,66
573,574,Undirected,300
573,574,Undirected,303
573,574,Undirected,333
573,574,Undirected,3
573,574,Undirected,500
573,574,Undirected,505
573,574,Undirected,550
573,574,Undirected,555
573,574,Undirected,55
574,623,Undirected,300
574,623,Undirected,303
574,582,Undirected,333
574,1,Undirected,3
574,98,Undirected,500
574,577,Undirected,505
574,577,Undirected,550
574,577,Undirected,555
574,577,Undirected,55
575,12,Undirected,101
575,645,Undirected,111
577,578,Undirected,505
577,578,Undirected,550
577,578,Undirected,555
577,578,Undirected,55
577,578,Undirected,92
577,578,Undirected,955
578,579,Undirected,505
578,579,Undirected,550
578,579,Undirected,555
578,584,Undirected,55
578,579,Undirected,92
578,579,Undirected,955
579,861,Undirected,505
579,583,Undirected,550
579,1,Undirected,555
579,732,Undirected,92
579,730,Undirected,955
580,592,Undirected,202
581,777,Undirected,404
581,726,Undirected,444
581,723,Undirected,4
582,596,Undirected,263
582,596,Undirected,333
583,592,Undirected,550
584,585,Undirected,55
585,586,Undirected,55
586,587,Undirected,55
587,588,Undirected,55
588,589,Undirected,222
588,589,Undirected,55
589,590,Undirected,222
589,590,Undirected,55
590,591,Undirected,222
590,591,Undirected,55
591,595,Undirected,222
591,732,Undirected,55
592,593,Undirected,202
592,593,Undirected,550
593,594,Undirected,202
593,594,Undirected,550
594,676,Undirected,202
594,595,Undirected,550
595,623,Undirected,222
595,3,Undirected,550
596,597,Undirected,20
596,597,Undirected,263
596,597,Undirected,333
596,597,Undirected,903
597,623,Undirected,20
597,623,Undirected,263
597,625,Undirected,333
597,598,Undirected,903
598,599,Undirected,903
599,600,Undirected,903
600,601,Undirected,903
601,602,Undirected,903
602,603,Undirected,903
603,604,Undirected,903
604,605,Undirected,903
605,606,Undirected,903
606,608,Undirected,903
608,609,Undirected,903
609,610,Undirected,903
610,611,Undirected,903
611,612,Undirected,903
612,613,Undirected,903
613,614,Undirected,903
614,615,Undirected,903
615,616,Undirected,903
616,617,Undirected,903
617,618,Undirected,903
618,619,Undirected,903
619,620,Undirected,903
620,621,Undirected,903
621,622,Undirected,903
622,623,Undirected,903
623,624,Undirected,20
623,624,Undirected,222
623,624,Undirected,263
623,624,Undirected,300
623,624,Undirected,303
623,624,Undirected,903
624,682,Undirected,20
624,648,Undirected,222
624,644,Undirected,245
624,657,Undirected,263
624,670,Undirected,300
624,670,Undirected,303
624,625,Undirected,903
625,626,Undirected,333
625,626,Undirected,903
626,672,Undirected,333
626,729,Undirected,903
627,628,Undirected,77
628,629,Undirected,77
629,630,Undirected,77
630,631,Undirected,77
631,632,Undirected,77
632,633,Undirected,77
633,634,Undirected,77
634,635,Undirected,77
635,636,Undirected,2
635,636,Undirected,77
636,635,Undirected,2
636,637,Undirected,77
637,638,Undirected,77
638,639,Undirected,77
639,640,Undirected,77
640,641,Undirected,77
641,642,Undirected,77
642,643,Undirected,77
643,48,Undirected,77
644,645,Undirected,245
645,712,Undirected,111
645,646,Undirected,245
646,647,Undirected,245
647,648,Undirected,245
648,649,Undirected,222
648,649,Undirected,245
649,650,Undirected,222
649,650,Undirected,245
650,651,Undirected,222
650,651,Undirected,245
651,652,Undirected,222
651,652,Undirected,245
652,653,Undirected,222
652,653,Undirected,245
653,654,Undirected,222
653,654,Undirected,22
653,654,Undirected,245
654,655,Undirected,222
654,771,Undirected,22
654,655,Undirected,245
655,656,Undirected,222
655,656,Undirected,245
655,656,Undirected,660
656,657,Undirected,222
656,657,Undirected,245
656,657,Undirected,660
657,658,Undirected,222
657,658,Undirected,245
657,658,Undirected,263
657,658,Undirected,660
658,659,Undirected,222
658,659,Undirected,245
658,659,Undirected,263
658,659,Undirected,660
659,660,Undirected,222
659,660,Undirected,245
659,660,Undirected,263
659,660,Undirected,660
660,661,Undirected,222
660,661,Undirected,245
660,661,Undirected,263
660,661,Undirected,660
661,771,Undirected,222
661,662,Undirected,245
661,662,Undirected,263
661,690,Undirected,660
662,663,Undirected,245
662,663,Undirected,263
663,664,Undirected,245
663,664,Undirected,263
664,665,Undirected,245
664,665,Undirected,263
665,666,Undirected,245
665,682,Undirected,263
666,667,Undirected,245
667,668,Undirected,245
668,669,Undirected,245
669,670,Undirected,245
670,671,Undirected,245
670,671,Undirected,300
670,671,Undirected,303
671,673,Undirected,245
671,842,Undirected,300
671,807,Undirected,303
672,674,Undirected,333
673,674,Undirected,245
674,675,Undirected,245
674,807,Undirected,333
675,676,Undirected,245
676,677,Undirected,202
676,677,Undirected,245
677,678,Undirected,202
677,678,Undirected,245
678,685,Undirected,202
678,679,Undirected,245
679,680,Undirected,245
680,681,Undirected,245
681,682,Undirected,245
682,683,Undirected,20
682,683,Undirected,245
682,683,Undirected,263
683,877,Undirected,20
683,684,Undirected,245
683,684,Undirected,263
684,685,Undirected,245
684,685,Undirected,263
685,686,Undirected,202
685,686,Undirected,245
685,686,Undirected,263
685,686,Undirected,66
686,687,Undirected,202
686,687,Undirected,245
686,687,Undirected,263
686,687,Undirected,66
687,688,Undirected,202
687,688,Undirected,245
687,688,Undirected,263
687,688,Undirected,66
688,689,Undirected,202
688,689,Undirected,245
688,689,Undirected,263
688,700,Undirected,66
689,704,Undirected,202
689,690,Undirected,245
689,690,Undirected,263
690,691,Undirected,245
690,691,Undirected,263
690,691,Undirected,660
691,692,Undirected,245
691,692,Undirected,263
691,692,Undirected,660
692,693,Undirected,245
692,693,Undirected,263
692,693,Undirected,660
693,694,Undirected,245
693,694,Undirected,263
693,694,Undirected,660
694,695,Undirected,245
694,695,Undirected,263
694,695,Undirected,660
695,696,Undirected,245
695,696,Undirected,263
695,696,Undirected,660
696,697,Undirected,245
696,697,Undirected,263
696,697,Undirected,660
697,698,Undirected,245
697,698,Undirected,263
697,698,Undirected,660
698,699,Undirected,245
698,699,Undirected,263
698,699,Undirected,660
699,700,Undirected,245
699,700,Undirected,263
699,700,Undirected,660
700,701,Undirected,245
700,701,Undirected,263
700,701,Undirected,660
700,704,Undirected,66
701,702,Undirected,245
701,702,Undirected,263
701,702,Undirected,660
702,703,Undirected,245
702,703,Undirected,263
702,703,Undirected,660
703,704,Undirected,245
703,815,Undirected,263
703,875,Undirected,660
704,705,Undirected,202
704,705,Undirected,245
704,868,Undirected,66
705,706,Undirected,202
705,706,Undirected,220
705,706,Undirected,245
706,707,Undirected,202
706,767,Undirected,220
706,707,Undirected,245
707,708,Undirected,202
707,708,Undirected,245
708,709,Undirected,202
708,709,Undirected,245
709,710,Undirected,202
709,710,Undirected,245
710,711,Undirected,202
710,711,Undirected,245
711,767,Undirected,202
711,712,Undirected,245
712,713,Undirected,111
712,713,Undirected,245
713,714,Undirected,111
713,714,Undirected,245
714,715,Undirected,111
714,715,Undirected,245
715,716,Undirected,111
715,716,Undirected,245
716,717,Undirected,111
716,717,Undirected,245
717,718,Undirected,111
717,718,Undirected,245
718,719,Undirected,111
718,719,Undirected,245
719,720,Undirected,111
719,720,Undirected,245
720,722,Undirected,111
720,722,Undirected,245
722,765,Undirected,111
722,765,Undirected,245
723,724,Undirected,4
724,725,Undirected,4
725,726,Undirected,4
726,729,Undirected,444
726,727,Undirected,4
727,728,Undirected,4
728,729,Undirected,4
729,730,Undirected,444
729,730,Undirected,4
729,730,Undirected,903
729,730,Undirected,944
730,731,Undirected,444
730,733,Undirected,4
730,731,Undirected,903
730,731,Undirected,944
730,731,Undirected,955
731,732,Undirected,444
731,750,Undirected,44
731,815,Undirected,903
731,795,Undirected,944
731,732,Undirected,955
732,778,Undirected,444
732,6,Undirected,55
732,821,Undirected,92
732,6,Undirected,955
733,734,Undirected,4
734,735,Undirected,4
735,736,Undirected,4
736,737,Undirected,4
737,738,Undirected,4
738,739,Undirected,4
739,740,Undirected,4
740,741,Undirected,4
741,742,Undirected,4
742,743,Undirected,4
743,744,Undirected,4
744,745,Undirected,4
745,746,Undirected,4
746,747,Undirected,4
747,748,Undirected,4
748,749,Undirected,4
749,751,Undirected,4
750,755,Undirected,44
751,752,Undirected,4
752,753,Undirected,4
753,754,Undirected,4
754,756,Undirected,4
755,759,Undirected,44
756,757,Undirected,4
757,758,Undirected,4
758,762,Undirected,4
759,760,Undirected,44
760,761,Undirected,44
761,731,Undirected,44
762,763,Undirected,4
763,764,Undirected,4
764,796,Undirected,4
765,791,Undirected,111
765,868,Undirected,245
766,381,Undirected,910
767,768,Undirected,202
767,768,Undirected,220
768,769,Undirected,202
768,769,Undirected,220
769,770,Undirected,202
769,770,Undirected,220
769,770,Undirected,400
770,775,Undirected,202
770,99,Undirected,220
770,48,Undirected,400
771,772,Undirected,222
771,772,Undirected,22
772,773,Undirected,222
772,773,Undirected,22
773,774,Undirected,222
773,774,Undirected,22
774,829,Undirected,222
774,775,Undirected,22
775,776,Undirected,202
775,776,Undirected,22
776,832,Undirected,202
776,835,Undirected,22
777,782,Undirected,404
778,779,Undirected,444
779,780,Undirected,444
780,781,Undirected,444
781,789,Undirected,444
782,783,Undirected,404
783,784,Undirected,404
784,785,Undirected,404
785,786,Undirected,404
786,787,Undirected,404
787,788,Undirected,404
788,793,Undirected,404
789,790,Undirected,444
790,792,Undirected,444
791,12,Undirected,111
792,48,Undirected,444
793,794,Undirected,404
794,817,Undirected,404
795,12,Undirected,944
796,797,Undirected,4
797,798,Undirected,4
798,802,Undirected,4
802,12,Undirected,4
807,808,Undirected,303
807,808,Undirected,333
808,809,Undirected,303
808,809,Undirected,333
809,815,Undirected,303
809,813,Undirected,333
813,815,Undirected,333
815,828,Undirected,263
815,842,Undirected,303
815,839,Undirected,333
815,105,Undirected,903
817,48,Undirected,404
818,819,Undirected,922
819,820,Undirected,922
820,821,Undirected,922
821,49,Undirected,902
821,48,Undirected,922
821,822,Undirected,92
822,823,Undirected,92
822,823,Undirected,9
823,824,Undirected,92
823,824,Undirected,9
824,825,Undirected,92
824,825,Undirected,9
825,826,Undirected,92
825,826,Undirected,9
826,827,Undirected,92
826,827,Undirected,9
827,48,Undirected,90
827,48,Undirected,92
827,100,Undirected,9
828,839,Undirected,263
829,830,Undirected,222
830,831,Undirected,222
831,885,Undirected,222
832,833,Undirected,202
833,834,Undirected,202
834,879,Undirected,202
835,836,Undirected,22
836,837,Undirected,22
837,838,Undirected,22
838,99,Undirected,22
839,840,Undirected,263
839,840,Undirected,333
840,841,Undirected,263
840,841,Undirected,333
841,870,Undirected,263
841,844,Undirected,333
842,843,Undirected,300
842,843,Undirected,303
843,846,Undirected,300
843,846,Undirected,303
844,845,Undirected,333
845,847,Undirected,333
846,848,Undirected,300
846,848,Undirected,303
847,851,Undirected,333
848,849,Undirected,300
848,849,Undirected,303
849,850,Undirected,300
849,850,Undirected,303
850,853,Undirected,300
850,853,Undirected,303
851,852,Undirected,333
852,854,Undirected,333
853,855,Undirected,300
853,855,Undirected,303
854,856,Undirected,333
855,858,Undirected,300
855,858,Undirected,303
856,857,Undirected,333
857,859,Undirected,333
858,97,Undirected,300
858,97,Undirected,303
859,860,Undirected,333
860,861,Undirected,333
861,862,Undirected,333
861,1,Undirected,505
862,863,Undirected,333
863,864,Undirected,333
864,1,Undirected,333
868,870,Undirected,245
868,870,Undirected,66
870,872,Undirected,245
870,872,Undirected,263
870,872,Undirected,66
872,875,Undirected,245
872,875,Undirected,263
872,888,Undirected,66
875,876,Undirected,245
875,876,Undirected,263
875,876,Undirected,660
876,58,Undirected,245
876,888,Undirected,263
876,886,Undirected,660
877,878,Undirected,20
878,880,Undirected,20
879,882,Undirected,202
880,881,Undirected,20
881,883,Undirected,20
882,12,Undirected,202
883,884,Undirected,20
884,97,Undirected,20
885,48,Undirected,222
886,887,Undirected,660
887,106,Undirected,660
888,97,Undirected,263
888,106,Undirected,66